Id;ASIN;Group;Salesrank;Reviews;avg rating;Title
18253;B00005JKHN;DVD;467;165;4.5;Sleeping Beauty (Special Edition)
18262;B00005JKH5;DVD;3817;40;4.5;One, Two, Three
18263;B00005JKH9;DVD;1324;106;4.5;The Party
18283;0807059099;Book;2087;56;4.5;Gandhi An Autobiography:  The Story of My Experiments With Truth
18294;0792844939;Video;1308;34;3.5;New York, New York
18397;188623017X;Book;1370;43;5.0;Rebuilding: When your Relationship Ends
18491;0792837991;Video;4205;6;4.5;Not As a Stranger
18610;B000000UVS;Music;1430;9;5.0;"Elgar: Pomp and Circumstance Marches Op. 39; Enigma Variations Op. 36"
18636;B0000041BU;Music;2604;3;5.0;Mozart: The Complete Piano Trios
18695;6301969294;Video;146;57;3.5;The Fountainhead
18761;0345391837;Book;4128;64;4.0;So Long, and Thanks for All the Fish
18824;B00000K31Q;DVD;1379;387;4.5;10 Things I Hate About You
18827;B00000K31T;DVD;2807;75;4.5;A Walk on the Moon
18899;B00007AJE1;DVD;3878;61;3.5;Trapped
18931;0783215096;Video;3380;25;4.5;All That Heaven Allows
18957;B00005NTO4;DVD;3594;44;4.0;The Best of Friends Collection (Vols. 1-4)
18996;B00008CMT4;DVD;1955;22;4.0;Two Mules For Sister Sara
18999;B00005RJ1U;Video;2942;535;3.0;Jeepers Creepers
19102;0793903343;Video;695;3;5.0;No Way Out
19107;B00000DF6J;Music;1202;252;4.0;Maybe You've Been Brainwashed Too
19252;0812550307;Book;3570;212;4.0;The Fires of Heaven (The Wheel of Time, Book 5)
19260;0140374248;Book;1588;144;4.5;James and the Giant Peach
19293;B00000I26C;Music;4943;4;4.5;Four Decades of Song
19324;B00005NNDO;Music;1206;32;5.0;December, Piano Solos: 20th Anniversary Edition
19340;0930289455;Book;1228;102;4.5;Batman: The Killing Joke
19391;157132528X;DVD;4501;12;5.0;Barney - More Barney Songs
19532;0471317519;Book;4232;7;4.5;All the Math You'll Ever Need : A Self-Teaching Guide (Wiley Self-Teaching Guides)
19535;B00000G3X7;Music;4661;339;4.0;Flesh of My Flesh, Blood of My Blood
19640;B00002ND7B;DVD;3168;49;4.5;Splendor in the Grass
19658;B000001F6P;Music;4714;59;5.0;Blue Jays
19702;B00002ND77;DVD;2846;101;4.5;Malcolm X
19704;B00002ND76;DVD;4481;7;3.5;Ghosts of Mississippi
19853;B000035Z38;DVD;4093;202;3.5;Mystery Men
20039;B000004167;Music;4593;9;4.5;Serge Rachmaninoff: Piano Concertos Nos. 1-4/Rhapsody On  A Theme By Paganini
20041;B000004166;Music;1682;20;5.0;Mozart: Violin Concertos
20071;B00009MV2M;Music;3227;139;4.0;Finger Eleven
20135;B00005N9CV;Music;603;456;3.5;The Look of Love
20143;1400031354;Book;663;70;4.5;Tears of the Giraffe (No.1 Ladies Detective Agency)
20178;B000063V8I;DVD;923;134;3.0;Baby Einstein - Baby Newton - Discovering Shapes
20180;B000063V8K;DVD;4685;89;4.0;Nixon - Collector's Edition
20182;B000063V8U;DVD;3867;28;4.5;Star Trek The Next Generation - The Complete Sixth Season
20183;B000063V8T;DVD;3665;40;4.5;Star Trek The Next Generation - The Complete Fifth Season
20185;B000063V8V;DVD;3999;48;4.0;Star Trek The Next Generation - The Complete Seventh Season
20327;6301978706;Video;2016;7;4.5;Two Girls and a Sailor
20386;038549081X;Book;876;433;4.0;The Handmaid's Tale : A Novel
20390;6302919673;Video;2817;4;5.0;Last Holiday
20426;0446343455;Book;908;48;4.5;Tourist Season
20438;0959774661;Book;1419;37;4.5;Treat Your Own Back
20594;B00008L3MH;DVD;2187;81;4.5;Hellsing - Complete Collection
20662;0064471195;Book;80;609;5.0;The Chronicles of Narnia Boxed Set
20716;0517149257;Book;1550;283;5.0;The Ultimate Hitchhiker's Guide
20725;B00005NVWC;Music;1721;12;4.5;Travelling the Sacred Sound Current: Divine Chants & Sacred Tones for Healing & Meditation
20762;1879364441;Book;4261;7;4.5;The Memory Jogger II
20946;0964083817;Video;76;17;5.0;Fire On The Track: The Steve Prefontaine Story
20969;B00004XMTH;Video;632;465;4.5;Cats - The Musical (Commemorative Edition)
20973;0471397296;Book;4857;10;4.5;How to Run Seminars and Workshops : Presentation Skills for Consultants, Trainers, and Teachers
21060;B000006OBR;Music;1093;91;4.5;Francis Albert Sinatra & Antonio Carlos Jobim
21062;B000006OBQ;Music;3224;91;5.0;Sinatra at the Sands
21168;B00006F2N7;Music;3997;7;4.5;The Very Best of Cesaria Evora
21179;B000000EHH;Music;4520;7;5.0;Wildwood Pickin'
21195;B000002LAC;Music;1074;32;5.0;Trio
21209;0451527046;Book;1674;196;4.0;Treasure Island (Signet Classic)
21284;0312017979;Book;4644;30;4.0;The New Astrology: A Unique Synthesis of the World's Two Great Astrological Systems: The Chinese and Western
21351;B000059PPB;DVD;4721;30;4.5;Diva
21356;B000059PPG;DVD;3847;110;4.5;Heathers (THX Version)
21437;0071357807;Book;2895;5;5.0;The Big Book of Humorous Training Games (Big Book of Business Games Series)
21494;B00005QY5Y;Music;4961;131;4.0;Gold
21530;6305428417;DVD;2884;133;4.5;Smoke Signals
21538;B00008G990;DVD;3803;9;4.5;Bonanza 20 Episode Set
21647;B00006LSOG;Music;4645;195;4.0;Back in the U.S. Live 2002
21720;B00006J3T4;Music;705;85;4.5;The Ragpicker's Dream
21734;B000001G0U;Music;2086;43;4.5;Yes I Am
21761;0936279001;Book;4483;45;4.5;In the Gravest Extreme Role of the Firearm
21866;6304308612;Video;3843;2;4.0;The Happy Ending
21869;0945671873;Video;60;37;4.0;Living Yoga - A.M. Yoga for Beginners
21941;0060931418;Book;231;346;4.5;Their Eyes Were Watching God
22059;0783227884;DVD;1693;40;4.0;The Great Outdoors
22105;0395957737;Book;2163;73;4.0;Shoeless Joe
22235;6304029977;Video;2431;28;4.0;Faster Pussycat Kill Kill
22274;B000055Y11;DVD;2880;101;4.0;Rope
22279;B000055Y17;DVD;3715;40;4.0;The Trouble With Harry
22331;6300208508;Video;2672;70;4.5;Invasion of the Body Snatchers
22337;0679446311;Book;4177;3;4.5;National Audubon Society Field Guide to North American Mammals : (Revised and Expanded) (Audubon Society Field Guide)
22388;6305076685;Video;3461;6;4.0;Goosebumps: Bride of the Living Dummy/An Old Story
22396;B00000JL01;Video;4966;11;5.0;The Farmer's Wife
22506;6301706498;Video;2639;14;5.0;I Married a Witch
22567;0783233493;DVD;1714;136;4.0;The Wiz
22595;079284520X;Video;3610;14;4.5;The Westerner
22596;0486216497;Book;3330;5;5.0;Essential English Grammar
22602;B00004Y7E2;Video;2015;26;4.0;The Prisoner - Set 2: Checkmate/ The Chimes of Big Ben/ A, B and C/ The General (Bonus)
22632;B00005YXZH;Music;470;564;4.0;Yankee Hotel Foxtrot
22634;B00005YXZI;Music;2478;306;4.5;A New Day Has Come
22653;B000059YSC;Video;574;9;5.0;Stott Pilates - Advanced Matwork
22654;B000059YSB;Video;2282;18;4.0;Stott Pilates - Intermediate Matwork
22657;B000059YSD;Video;4082;5;4.0;Stott Pilates - Basic Pilates (formerly: 22-Minute Matwork)
22680;6300216632;Video;615;33;3.5;Mandingo
22966;6304779631;DVD;2412;36;3.0;The Specialist
23039;6301805518;Video;4410;12;5.0;North to Alaska
23153;0785274316;Book;444;144;4.0;The 21 Irrefutable Laws of Leadership
23173;1568386214;Book;2096;38;4.5;Out of the Shadows: Understanding Sexual Addiction
23197;B000000OTU;Music;2091;142;4.5;Big Ones
23312;B00009LI14;Music;2399;500;4.0;Hotel Paper
23341;0375726403;Book;326;414;4.0;Empire Falls (Vintage Contemporaries)
23349;B00003CXSM;DVD;4678;167;3.5;The Wedding Planner
23352;B00003CXSD;DVD;966;155;3.5;Dracula 2000
23360;B00003CXSP;DVD;2627;619;3.5;Hannibal
23461;B00005Q2YI;Video;1132;2;5.0;A Billy Graham Music Homecoming, Vol. 1
23494;B000003JGQ;Music;4744;6;4.5;Give It Back
23501;B000023VR6;Music;2217;584;4.5;2001
23844;B000008QVX;Music;2903;15;4.0;Sacred Spirit Drums
23923;1580622038;Book;4279;39;4.5;The Dog Whisperer: A Compassionate, Nonviolent Approach to Dog Training
24034;B000056N91;DVD;2821;19;4.5;Butterfly
24115;6302098440;Video;2017;21;4.0;Prince Valiant
24125;1579547486;Book;3676;17;5.0;Triathlon Training in Four Hours a Week
24181;B00008AOX5;DVD;4545;47;4.0;The Crime of Padre Amaro
24187;B00008AOX3;DVD;1666;188;4.5;Dawson's Creek - The Complete First Season
24221;006441034X;Book;179;104;5.0;Howl's Moving Castle
24333;0375706410;Book;3596;272;3.5;Waiting : A Novel (Vintage International)
24334;6305338175;Video;1376;3;4.5;Unstop-a-Bulls - The Chicago Bulls 1995-96 Championship Season
24379;6303284027;Video;4512;20;4.0;The Firm: Firm Parts - Tough Aerobic Mix
24425;6303389546;Video;4106;1;5.0;Rogopag
24439;B00008WJE5;DVD;2698;53;4.5;M*A*S*H - Season Four (Collector's Edition)
24443;6302987865;Video;1693;35;5.0;The Thing Called Love
24464;B00008WJEQ;DVD;4029;249;4.5;Empire Records (Remix! Special Fan Edition)
24547;B000009PO3;Music;3998;64;5.0;Eva by Heart
24781;B00001O2UA;Music;1765;10;4.5;Pure Prairie League: Greatest Hits
24848;6300208613;Video;970;2;5.0;Lady from Louisiana
24874;8487334105;Music;997;30;5.0;"""Toby Keith - Greatest Hits, Vol. 1"""
25100;0865734348;Book;2021;26;4.5;Baby Play (Gymboree)
25270;0130455296;Book;4695;5;5.0;Fundamentals of Nursing: Concepts, Process, and Practice, Seventh Edition
25344;0609804138;Book;3706;275;4.5;The Sweet Potato Queens' Book of Love
25496;B00003CY6M;DVD;940;226;4.0;Serendipity
25537;6301585887;Video;3995;54;4.0;Parenthood
25542;B00003CY67;DVD;1780;447;4.0;Jay and Silent Bob Strike Back (Dimension Collector's Series)
25570;0140501738;Book;4573;54;5.0;Corduroy (Picture Puffins)
25573;6300218120;Video;2215;9;5.0;More Police Squad
25588;6304811233;Video;4625;15;4.0;Thomas the Tank Engine and Friends - Thomas & His Friends Get Along
25595;B000005IYF;Music;2893;34;4.5;Scott Joplin: Piano Rags
25614;0679755330;Book;678;126;4.0;A Raisin in the Sun (Vintage)
25627;B00005Y0Q3;Music;3856;115;4.5;Geogaddi
25687;0927534819;Book;4320;57;4.5;Barefoot Heart: Stories of a Migrant Child
25762;B00005T30W;DVD;3987;7;4.0;The Rifleman, Boxed Set 1
25829;B000002U94;Music;2514;30;4.5;"Nine Tonight ""Live"""
25878;0743406664;Book;903;21;5.0;Natural Hormone Balance for Women : Look Younger, Feel Stronger, and Live Life with Exuberance
25977;0670032379;Book;2121;996;4.0;The Secret Life of Bees
26026;0767847415;DVD;3582;82;3.5;The End of the Affair
26080;0439199964;Book;2303;17;4.5;The Three Questions
26109;6305127654;DVD;3525;29;3.5;Twilight
26116;B0000696IB;DVD;4160;43;3.5;The Sheltering Sky
26174;6304263198;Video;222;27;4.5;Latcho Drom
26206;0310228638;Book;3434;44;4.5;If You Want to Walk on Water, You've Got to Get Out of the Boat
26227;B000002O6P;Music;4084;22;4.0;The Continuing Story of Radar Love
26383;6305320799;DVD;3561;41;4.0;Carousel
26457;1571320377;Video;2331;3;4.5;Barney: It's Time for Counting
26478;B0000631PG;Music;4186;3;4.5;Shelby Flint/Shelby Flint Sings Folk/Cast Your Fate to the Wind
26540;0780628306;DVD;1064;182;4.0;Drop Dead Gorgeous
26566;6301536940;Video;693;9;4.5;Jane Fonda's Easy Going Workout
26668;0967089328;Book;2616;84;4.0;Men Are Like Fish: What Every Woman Needs to Know About Catching a Man
26745;B000002P53;Music;4211;15;5.0;Patti LaBelle - Greatest Hits [MCA]
26762;6303675441;Video;947;20;4.5;Jane Fonda's Personal Trainer Series: Total Body Sculpting
26768;B00005U8QU;Video;3054;93;4.5;The Princess and the Warrior
26769;B00005U8QR;Video;4316;1;5.0;Father Ted Volume 4
26935;B00005B32G;DVD;2967;2;5.0;When It Was a Game - Triple Play Collection
26944;B00000348K;Music;1752;21;5.0;Anthology
26951;B00000348Q;Music;1641;49;5.0;My Son, The Greatest: The Best Of Allan Sherman
26990;014014739X;Book;4067;45;5.0;Journey Through Genius: The Great Theorems of Mathematics
27122;0385720270;Book;4046;35;4.5;Development as Freedom
27274;B000068QSF;Music;4907;59;4.5;Dead Ringer
27319;6301590740;Video;777;140;5.0;Being There
27416;6304683235;Video;2377;33;4.5;Spice Girls - Girl Power
27460;B00006JY8O;Music;3546;2;5.0;Why Aye Man
27475;0312966482;Book;3339;23;4.5;The Green Pharmacy : The Ultimate Compendium Of Natural Remedies From The World's Foremost Authority On Healing Herbs (Green Pharmacy)
27492;B00000AEFF;Music;4014;325;4.5;Hellbilly Deluxe
27552;0399142789;Book;427;931;4.0;Conversations with God : An Uncommon Dialogue (Book 1)
27602;1891105116;Book;2897;17;4.0;Get Togethers : Rachel Ray 30-Minute Meals
27612;0446520802;Book;1567;1293;4.0;The Notebook
27663;0790741822;DVD;4775;26;4.5;Boys on the Side
27672;6302161452;Video;878;20;4.5;Quick Callanetics: Hips and Behind
27719;B00007M5IA;Video;4317;16;4.0;Misty
27886;B00004UALO;Music;2537;221;4.5;Sixteen Stone
27893;B000009HRC;Music;3244;15;4.5;The Very Best Of Nina Simone, 1967-1972 : Sugar In My Bowl
27904;1572241985;Book;2144;12;4.5;Self-Esteem: A Proven Program of Cognitive Techniques for Assessing, Improving, and Maintaining Your Self-Esteem
27932;0735618798;Book;2498;30;4.5;Software Requirements, Second Edition
27940;1580627560;Book;508;220;4.5;Why Men Love Bitches: From Doormat to Dreamgirl-A Woman's Guide to Holding Her Own in a Relationship
28001;B000068TSN;Video;4156;1;5.0;Dora La Exploradora:Mochila De Dora
28123;0312966970;Book;859;215;4.5;Four To Score (A Stephanie Plum Novel)
28180;6304945760;Video;533;27;3.5;David Carradine's Tai Chi Workout for Beginners
28211;0671708635;Book;405;583;4.0;The 7 Habits of Highly Effective People
28274;B000002GHH;Music;2746;21;5.0;Bring the Family
28298;0553380303;Book;4158;22;4.0;Baby Minds : Brain-Building Games Your Baby Will Love
28334;6303223400;Video;158;27;4.0;Step Reebok: Circuit Challenge
28339;6301627024;Video;2;64;5.0;Shirley Valentine
28354;B00007KQ70;Music;967;46;4.5;The Definitive Collection
28473;0061092207;Book;2450;27;4.0;The Bartender's Bible : 1001 Mixed Drinks and Everything You Need to Know to Set Up Your Bar
28570;B000001ESJ;Music;3518;112;4.5;A Farewell to Kings
28586;6303257739;Video;4062;46;4.5;Neighbors
28790;B00005YUPC;DVD;560;191;4.5;Life as a House (New Line Platinum Series)
28793;B00005YUPO;DVD;569;168;3.5;Baby Einstein - Baby Bach - Musical Adventure
28794;B00005YUPN;DVD;139;443;4.5;Baby Einstein - Baby Mozart - Music Festival
28804;B00005YUPQ;DVD;389;129;4.5;Baby Einstein - Baby Van Gogh - World of Colors
28805;B00005YUPP;DVD;1794;92;4.5;Baby Einstein - Baby Shakespeare - World of Poetry
28824;B00005YUP2;DVD;4730;9;4.0;2000 Year Old Man
28843;B0000687CY;DVD;2618;8;5.0;The Iceman - Confessions of a Mafia Hitman
28855;B0000584XJ;Music;2659;6;4.5;Ultimate Collection
28862;089815880X;Book;2170;113;4.0;What Color Is Your Parachute Workbook: How to Create a Picture of Your Ideal Job or Next Career
28963;B00005BF9Z;Music;4392;63;4.5;Proxima Estación: Esperanza
28971;B00004TJYG;Music;2972;59;4.0;Queensryche - Greatest Hits
28972;6303686796;Video;3359;309;4.5;Taxi Driver
29031;6302962056;Video;4478;14;3.5;Kismet
29065;0141301155;Book;430;332;4.5;Charlie and the Chocolate Factory (Puffin Novels)
29202;0517548232;Book;3531;81;4.5;Economics in One Lesson: The Shortest and Surest Way to Understand Basic Economics
29218;6304346107;Video;4924;89;4.0;Emma
29279;6303184464;Video;4290;5;3.5;Riding High
29297;6301331389;Video;1620;7;4.5;Middle Age Crazy
29402;0553296124;Book;1970;342;4.5;Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)
29500;6300149617;Video;3451;10;5.0;Dodes 'Ka-Den
29543;0345342968;Book;81;1069;4.0;Fahrenheit 451
29546;6304039506;Video;139;90;4.5;A Streetcar Named Desire
29625;6304586809;Video;4447;4;5.0;Trials of Life
29659;0226469409;Book;4124;50;4.5;The Iliad of Homer
29662;B00006L97W;Video;637;373;4.5;The Princess Diaries
29730;B000060MWP;DVD;3087;14;4.5;Every Which Way but Loose
29732;B000060MWU;DVD;3521;54;3.5;Lost Highway  [IMPORT]
29745;B000060MWN;DVD;3977;61;4.5;It Takes Two
29763;B00008PRRJ;Music;4548;22;4.5;One Word Extinguisher
29773;0910034796;Book;4921;0;0.0;Courage to Change: One Day at a Time in Al-Anon II
29786;B000060MW2;DVD;3821;7;4.0;Playboy - Staying on Top
29789;B000060MW4;DVD;2935;33;4.5;The Atomic Cafe
29849;B000095J7Q;Music;1853;376;4.5;Poodle Hat
29950;B000000OBP;Music;2939;86;4.5;Queen - Greatest Hits
29957;B00000I93Z;Music;325;56;3.5;The Most Relaxing Classical Album in the World...Ever!
29959;B000000OBY;Music;4868;84;4.5;Classic Queen
29973;0763151238;Music;398;115;5.0;Getz/Gilberto
30009;B000002I4S;Music;4933;102;4.5;Giant Steps
30017;047132339X;Book;591;83;4.5;Investing in Real Estate, Fourth Edition
30049;0802132758;Book;4204;71;4.5;Rosencrantz & Guildenstern Are Dead
30124;B00000IQC2;DVD;2671;55;4.5;White Squall
30129;B00000IQC6;DVD;2436;33;4.5;Mrs. Brown
30134;B00000IQC8;DVD;1580;404;4.5;Clerks (Collector's Edition)
30183;B00000IQCB;Video;4666;90;5.0;Babette's Feast
30260;B00003CXE4;DVD;4493;250;3.0;Me, Myself & Irene
30264;B00003CXE6;Video;770;1513;4.5;Gladiator
30315;6301777875;Video;2823;16;3.0;Side Out
30359;014130636X;Book;1690;174;4.0;Summer of My German Soldier
30399;B000065CXP;Music;1196;86;5.0;The Last 5 Years (2002 Off-Broadway Cast)
30509;0028643763;Book;2699;27;4.5;The Complete Idiot's Guide To Amazing Sex (2nd Edition)
30566;0780613880;Video;2214;38;4.5;Set It Off
30592;B0000040CM;Video;4517;67;4.5;The Black Stallion
30623;0684803860;Book;1885;105;4.0;DAUGHTER OF TIME
30652;0780622588;DVD;1468;258;4.5;The Wedding Singer
30674;1929229143;Book;504;35;3.5;Framework for Understanding Poverty
30773;B000001EYO;Music;3579;31;4.0;The Big Lebowski: Original Motion Picture Soundtrack
30776;B000001EYI;Music;1729;62;4.5;The Best That I Could Do 1978-1988
30886;1893792307;Video;3256;3;2.5;UFO : Secrets of the Third Reich Part Four
30983;B000003G2K;Music;890;18;5.0;Glenn Miller - Greatest Hits
30984;B000003G2N;Music;2381;6;4.5;Tommy Dorsey - Greatest Hits [RCA]
30994;0064407314;Book;804;464;4.5;Monster
31051;0071401946;Book;207;57;4.5;Crucial Conversations: Tools for Talking When Stakes are High
31095;B000002USZ;Music;1204;85;5.0;Past Masters, Vol. 2
31099;B000002USY;Music;2795;60;4.5;Past Masters, Vol. 1
31105;B000002USN;Music;3223;40;3.5;Duets
31137;0679735771;Book;1301;989;3.5;American Psycho (Vintage Contemporaries)
31159;0788814958;DVD;2951;105;4.5;Muriel's Wedding
31167;0066211042;Book;3936;32;5.0;The Twelve Gifts of Birth
31234;B000067D1D;DVD;2817;68;3.5;Pilates Intermediate Mat Workout
31258;6301979680;Video;2357;3;4.5;The Street with No Name
31260;B000067D1R;DVD;333;225;4.5;1776
31295;0849995051;Book;2927;16;4.5;King, Warrior, Magician, Lover : Rediscovering the Archetypes of the Mature Masculine
31353;630352138X;Video;3666;12;4.5;No Highway in the Sky
31355;0788815490;DVD;4813;52;4.5;The Wings of the Dove
31389;B00008VOQM;Music;3427;225;3.5;Fever To Tell
31447;080536627X;Book;3051;13;3.5;Biology: Concepts and Connections (4th Edition)
31475;6300214567;Video;4324;71;4.5;Witness
31496;B0000027H5;Music;4708;41;4.5;James Taylor (Live)
31582;6301812328;Video;62;36;3.5;Once Upon a Potty for Him
31786;0156004801;Book;2749;113;4.5;All the King's Men (Harvest Book)
31796;B00005UK1U;Music;3049;31;4.5;Live on Earth
31810;B00005NHKL;Music;2075;23;4.5;Search of Sunrise, Vol. 1
32029;0394890485;Book;3447;40;5.0;My Father's Dragon
32085;1576832961;Book;3629;0;0.0;Renovation of the Heart: Putting on the Character of Christ
32104;0486264785;Book;3763;54;4.5;The Importance of Being Earnest (Dover Thrift Editions)
32129;B0000524CZ;Video;645;73;3.5;Lady & The Tramp II - Scamp's Adventure
32132;B0000524CY;DVD;1215;718;4.5;The Exorcist (The Version You've Never Seen)
32162;0689855532;Book;4903;159;4.5;What My Mother Doesn't Know
32305;0553296981;Book;1271;500;4.5;Anne Frank: The Diary of a Young Girl
32448;0878339639;Book;4703;20;4.5;The Defiant Child : A Parent's Guide to Oppositional Defiant Disorder
32468;6305505780;DVD;4179;46;3.5;The Players Club
32518;0060922249;Book;4635;55;3.5;Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life
32844;B00000JC6D;Music;2680;62;4.5;The Bluegrass Sessions: Tales From The Acoustic Planet, Vol. 2
32848;B00000JC6C;Music;4606;343;4.5;The Soft Bulletin
32862;B000002J03;Music;375;312;4.5;Led Zeppelin II
32868;B00000HZG9;Music;1083;212;4.5;Reasonable Doubt
32952;6305499357;Video;4238;2;4.0;Child in the Night
32971;B000067FM9;DVD;4021;9;4.5;Rituals of Summer
33088;0790738368;Video;3584;2;4.5;Babylon 5 Season 1, set 2 - Mind Probers
33184;B00005V4XW;DVD;3979;130;3.5;Bandits
33187;B00005V4XV;DVD;1393;129;4.0;Original Sin (Unrated Version)
33247;076360013X;Book;295;209;4.5;Guess How Much I Love You (Guess How Much I Love You)
33407;6303905536;Video;3050;1;3.0;Champagne
33461;6303816312;Video;1993;10;3.5;Hip Hop Body Shop: The Hippest Hip Hop Aerobic Workout
33570;0783217390;Video;4305;28;3.5;The Big Clock
33673;B00006JTGU;Music;1650;123;4.0;Transplants
